Order,8- or 10-Digit HS Code,brief_description,Sector,Subsector,Stage,mfn_text,Unit of Quantity
2164,29339912,"6-Bromo-5-methyl-1H-imidazo-(4,5-b)pyridine; 2-sec-butyl-4-tert-butyl-6-(benzotriazol-2-yl)phenol; 2-methylindoline; and other specific",Public Health,Pharmaceuticals & API,Input,5.80%,KG
2165,29339914,5-Amino-4-chloro-alpha-phenyl-3-pyridazinone,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2166,29339916,"o-Diquat dibromide (1,1-Ethylene-2,2-dipyridylium dibromide)",Public Health,Pharmaceuticals & API,Input,Free,KG
2167,29339924,Aromatic or modified aromatic photographic chemicals with nitrogen hetero-atom(s) only,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2168,29339926,Aromatic or modified aromatic antihistamines of heterocyclic compounds with nitrogen hetero-atom(s) only,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2169,29339942,Acriflavin; Acriflavin hydrochloride; Carbadox; Pyrazinamide,Public Health,Pharmaceuticals & API,Input,Free,KG
2170,29339946,"Aromatic or modified aromatic anti-infective agents of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2171,29339951,Hydralazine hydrochloride,Public Health,Pharmaceuticals & API,Input,Free,KG
2172,29339953,"Aromatic or modified aromatic cardiovascular drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2173,29339955,"Aromatic or modified aromatic analgesics and certain like affecting chemicals, of heterocyclic compounds with nitrogen hetero-atom(s) only",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2174,29339958,Droperidol; and Imipramine hydrochloride,Public Health,Pharmaceuticals & API,Input,Free,KG
2175,29339961,"Aromatic/modified aromatic psychotherapeutic agents, affecting the CNS, of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2176,29339965,"Aromatic or modified aromatic anticonvulsants, hypnotics and sedatives, of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2177,29339970,"Aromatic or modified aromatic drugs affecting the central nervous system, of heterocyclic compounds with nitrogen atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2178,29339975,"Aromatic or modified aromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2179,29339979,Aromatic or modified aromatic compounds with nitrogen hetero-atom(s) only described in additional U.S. note 3 to section VI,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2180,29339982,"Aromatic or mod. aromatic compounds with nitrogen hetero-atom(s) only other than products described in add. U.S. note 3 to section VI, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2181,29339985,"3-Amino-1,2,4-triazole",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2182,29339989,Hexamethyleneimine,Public Health,Pharmaceuticals & API,Input,Free,KG
2183,29339990,"Nonaromatic drugs of heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2184,29339997,"Nonaromatic heterocyclic compounds with nitrogen hetero-atom(s) only, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2185,29341010,"Aromatic or modified aromatic heterocyclic compounds cont. an unfused thiazole ring, described in add. U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2186,29341020,"Aromatic or modified aromatic heterocyclic compounds, nesoi, containing an unfused thiazole ring",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2187,29341070,"4,5-Dichloro-2-n-octyl-4-isothiazolin-3-one; thiothiamine hydrochloride; and 4 other specified chemicals",Public Health,Pharmaceuticals & API,Input,Free,KG
2188,29341090,Other compounds (excluding aromatic or modified aromatic) containing an unfused thiazole ring (whether or not hydrogenated) in the structure,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2189,29342005,N-tert-Butyl-2-benzothiazolesulfenamide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2190,29342010,"2,2'-Dithiobisbenzothiazole",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2191,29342015,2-Mercaptobenzothiazole; and N-(Oxydiethylene)benzothiazole-2-sulfenamide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2192,29342020,"2-Mercaptobenzothiazole, sodium salt (2-Benzothiazolethiol, sodium salt)",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2193,29342025,"2-Amino-5,6-dichlorobenzothiazole; 2-amino-6-nitrobenzothiazole; and 2 other specified chemicals",Public Health,Pharmaceuticals & API,Input,Free,KG
2194,29342030,"2-Amino-6-methoxybenzothiazole and other specified heterocyclic compounds, cont. a benzothiazole ring-system, not further fused",Public Health,Pharmaceuticals & API,Input,5.80%,KG
2195,29342040,"Heterocyclic compounds containing a benzothiazole ring-system, not further fused, described in add. U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2196,29342080,"Other compounds containing a benzothiazole ring system (whether or not hydrogenated), not further fused",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2197,29343012,2-(Trifluoromethyl)phenothiazine,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2198,29343018,"Ethyl (1H-phenothiazin-2,4,1)carbamate",Public Health,Pharmaceuticals & API,Input,Free,KG
2199,29343023,"Antidepressants, tranquilizers and other pschotherapeutic agents containing a phenothiazine ring-system, not further fused",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2200,29343027,"Other drugs containing a phenothiazine ring system (whether or not hydrogenated), not further fused, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2201,29343043,"Products described in add. US note 3 to section VI containing a phenothiazine ring system (whether or not hydrogenated), not further fused",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2202,29343050,"Heterocyclic compounds containing a phenothiazine ring-system (whether or not hydrogenated), not further fused, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2203,29349100,"Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), and other specified INNs; salts thereof",Public Health,Pharmaceuticals & API,Input,Free,KG
2204,29349200,"Other fentanyls and their derivatives, containing an unfused thiazole ring",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2205,29349901,Mycophenolate mofetil,Public Health,Pharmaceuticals & API,Input,Free,KG
2206,29349903,2-Acetylbenzo(b)thiophene; and 2 other specified aromatic or modified aromatic compounds,Public Health,Pharmaceuticals & API,Input,Free,KG
2207,29349905,"5-Amino-3-phenyl-1,2,4-thiadiazole(3-Phenyl-5-amino-1,2,4-thiadiazole); and 3 other specified aromatic/mod. aromatic heterocyclic compounds",Public Health,Pharmaceuticals & API,Input,5.80%,KG
2208,29349906,"7-Nitronaphth[1,2]oxadiazole-5-sulfonic acid and its salts",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2209,29349907,Ethyl 2-[4-[(6-chloro-2-benzoxazoyl)oxy]phenoxy]propanoate (Fenoxaprop- ethyl),Public Health,Pharmaceuticals & API,Input,Free,KG
2210,29349908,"2,5-Diphenyloxazole",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2211,29349909,"1,2-Benzisothiazolin-3-one",Public Health,Pharmaceuticals & API,Input,Free,KG
2212,29349911,"2-tert-Butyl-4-(2,4-dichloro-5-isopropoxyphenyl)-delta(squared)-1,3,4-oxadiazolin-5-one; Bentazon; Phosalone",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2213,29349920,"Aromatic or modified aromatic photographic chemicals of other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2214,29349930,"Aromatic or modified aromatic drugs of other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2215,29349939,Aromatic or modified aromatic other heterocyclic compounds described in additional U.S. note 3 to section VI,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2216,29349944,"Aromatic or modified aromatic other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2217,29349947,"Nonaromatic drugs of other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2218,29349970,"Morpholinethyl chloride hydrochloride; 2-methyl-2,5-dioxo-1-oxa-2-phospholan; and 1 other specified nonaromatic chemical",Public Health,Pharmaceuticals & API,Input,Free,KG
2219,29349990,"Nonaromatic other heterocyclic compounds, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2220,29351000,N-Methyl perfluorooctane sulfonamide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2221,29352000,N-Ethyl perfluorooctane sulfonamide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2222,29353000,N-Ethyl -N-(2-hydroxyethyl)perfluorooctane sulfonamide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2223,29354000,N-(2-hydroxyethyl)-N-methyl perfluorooctane sulfonamide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2224,29355000,Other perfluorooctane sulfonamides,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2225,29359006,4-Amino-6-chloro-m-benzenedisulfonamide and Methyl-4-aminobenzenesulfonylcarbamate (Asulam),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2226,29359010,2-Amino-N-Ethylbenzenesulfonanilide etc,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2227,29359013,(5-[2-Chloro-4-(Trifluoromeythyl)phenoxy]-N-(Methylsulfonyl)-2-Nitrobenzamide)(fomesafen); etc,Public Health,Pharmaceuticals & API,Input,Free,KG
2228,29359015,ortho-Toluenesulfonamide,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2229,29359020,Sulfonamides used as fast color bases and fast color salts,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2230,29359029,Acetylsulfaguanidine,Public Health,Pharmaceuticals & API,Input,Free,KG
2231,29359030,Sulfamethazine,Public Health,Pharmaceuticals & API,Input,Free,KG
2232,29359032,"Acetylsulfisoxazole; Sulfacetamide, sodium; and Sulfamethazine, sodium",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2233,29359033,"Sulfathiazole and Sulfathiazole, sodium",Public Health,Pharmaceuticals & API,Input,Free,KG
2234,29359042,Salicylazosulfapyridine (Sulfasalazine); Sulfadiazine; Sulfaguanidine; Sulfamerizine; and Sulfapyridine,Public Health,Pharmaceuticals & API,Input,Free,KG
2235,29359048,Other sulfonamides used as anti-infective agents,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2236,29359060,Other sulfonamide drugs (excluding anti-infective agents),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2237,29359075,"Other sulfonamides (excluding drugs, etc) of products descibed in US note 3 to section 6",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2238,29359095,"Other sulfonamides, excluding drugs, excluding products described in US note 4 to section 6",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2239,29381000,Rutoside (Rutin) and its derivatives,Public Health,Pharmaceuticals & API,Input,1.50%,KG
2240,29389000,"Glycosides, natural or synthesized, and their salts, ethers, esters, and other derivatives other than rutoside and its derivatives",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2241,29400020,D-Arabinose,Public Health,Pharmaceuticals & API,Input,Free,KG
2242,29400060,"Other sugars, nesoi excluding d-arabinose",Public Health,Pharmaceuticals & API,Input,5.80%,KG
2243,29412010,Dihydrostreptomycins and its derivatives; salts thereof,Public Health,Pharmaceuticals & API,Input,3.50%,GM
2244,29420005,"Aromatic or modified aromatic drugs of other organic compounds, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2245,29420010,"Aromatic or modified aromatic organic compounds, nesoi, described in additional U.S. note 3 to section VI",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2246,29420035,Other aromatic or modified aromatic organic compounds (excluding products described in additional U.S. note 3 to section VI),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2247,29420050,"Nonaromatic organic compounds, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2248,32030080,"Coloring matter of vegetable or animal origin, nesoi",Public Health,Pharmaceuticals & API,Input,3.10%,KG
2249,32041360,"Basic dyes and preparations based thereon, described in add'l U.S note 3 to section VIvi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2250,32041380,"Basic dyes and preparations based thereon, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2251,32041800,Carotenoid coloring matters and preparations based thereon,Public Health,Pharmaceuticals & API,Input,3.10%,KG
2252,32049000,"Synthetic organic coloring matter or preparations based thereon, nesoi; synthetic organic products used as luminophores",Public Health,Pharmaceuticals & API,Input,5.90%,KG
2253,34013010,"Organic surface-active products for wash skin, in liquid or cream, contain any aromatic/mod aromatic surface-active agent, put up for retail",Public Health,Pharmaceuticals & API,Input,4%,KG
2254,34023910,"Other anionic organic surface-active agents, other than linear alkylbenzene sulfonic acids, aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input,4%,KG
2255,34024110,"Cationic organic surface-active agents, aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input,4%,KG
2256,34024190,"Cationic organic surface-active agents, other than aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input,4%,KG
2257,34024210,"Non-ionic organic surface-active agents, aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input,4%,KG
2258,34024220,"Fatty substances of animal, vegetable or microbial origin; non-ionic organic surface-active agents, other than aromatic or modified aromatic",Public Health,Pharmaceuticals & API,Input,4%,KG
2259,34024290,"Non-ionic organic surface-active agents, other than fatty substances of animal, vegetable or microbial origin, other than aromatic / modified aromatic",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2260,34025011,"Preparations of organic surface-active agents, put up for retail sale, containing aromatic or modified aromatic surface-active agent",Public Health,Pharmaceuticals & API,Input,4%,KG
2261,35079020,Penicillin G amidase,Public Health,Pharmaceuticals & API,Input,Free,KG
2262,35079070,"Enzymes and prepared enzymes, nesoi",Public Health,Pharmaceuticals & API,Input,Free,KG
2263,38248100,Chemical mixtures containing oxirane (ethylene oxide),Public Health,Pharmaceuticals & API,Input,5%,KG
2264,38248210,"Containing PCBs, PCTs or PBBs: mixtures of halogenated hydrocarbons, chlorinated but not otherwise halogenated, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2265,38248290,"Containing PCBs, PCTs or PBBs: mixtures of halogenated hydrocarbons other than chlorinated only, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2266,38248300,"Containing tris (2,3-dibromopropyl phosphate)",Public Health,Pharmaceuticals & API,Input,5%,KG
2267,38248400,"Other mixtures cont aldrin, camphechlor(toxaphene), chlordane, chlordecone, DDT(clofenatone), 1,1,1-TRICHLORO-2,2-BIS(P-CHLOROPHENYL)ETHANE), ETC.",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2268,38248500,"Mixtures containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO,INN)",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2269,38248600,Mixtures containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO),Public Health,Pharmaceuticals & API,Input,6.50%,KG
2270,38248700,"Mixtures containing perfluorooctane sulfonic acid, its salts, perfluorooctane sulfonamides, or perfluorooctane sulfonyl fluoride",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2271,38248800,"Mixtures containing tetra-, penta-, hexa-, hepta-, or octabromodiphenyl ethers",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2272,38248900,Mixtures containing short-chain chlorinated paraffins,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2273,38249911,"Cultured crystals, weighing not less than 2.5g each, in the form of ingots",Public Health,Pharmaceuticals & API,Input,Free,KG
2274,38249919,"Cultured crystals, weighing not less than 2.5g each except in the form of ingots",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2275,38249925,"Mixtures of triphenyl sulfonium chloride, diphenyl (4-phenylthio)phenyl sulfonium chloride & (thiodi-4,1- phenylene)bis(diphenyl sulfonium) dichloride",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2276,38249926,"Benzene,2,4-Diisocyanate-1,3,5-tris-(1-methylethyl)",Public Health,Pharmaceuticals & API,Input,Free,KG
2277,38249929,"Mixtures containing 5% or more by weight of one or more aromatic or modified aromatic substance, nesoi",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2278,38249931,Mixtures of bismuth,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2279,38249932,"Mixtures of hydrosulfite compounds, of sulfoxylate compounds, or of both",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2280,38249933,Mixtures of mercury,Public Health,Pharmaceuticals & API,Input,4.20%,KG
2281,38249934,Mixtures of molybdenum,Public Health,Pharmaceuticals & API,Input,2.80%,KG
2282,38249935,Mixtures of tungsten,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2283,38249936,Mixture of vanadium,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2284,38249939,"Mixtures of two or more inorganic compounds, nesoi",Public Health,Pharmaceuticals & API,Input,Free,KG
2285,38249941,Mixtures of fatty substances of animal or vegetable origin and mixtures thereof,Public Health,Pharmaceuticals & API,Input,4.60%,KG
2286,38249949,"Mixtures that are in whole or in part of hydrocarbons derived in whole or in part from petroleum, shale oil or natural gas",Public Health,Pharmaceuticals & API,Input,6.50%,KG
2287,38249950,Mixtures chlorinated but not otherwise halogenated,Public Health,Pharmaceuticals & API,Input,6.50%,KG
2288,38249955,"Mixtures of halogenated hydrocarbons, nesoi",Public Health,Pharmaceuticals & API,Input,3.70%,KG
2289,38249970,Mixtures of dibromoneopentyl gylcol;polydibromophenylene oxide;tetrabromobisphenol-A-carbonate oligomers;electroplating chemical and electroless,Public Health,Pharmaceuticals & API,Input,Free,KG
